학교ID,학교명,학교급구분,설립일자_x,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드_x,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,시도교육청코드_y,행정표준코드,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자_y,개교기념일,수정일자,급식메뉴
B000007236,사동초등학교,초등학교,2003-03-03,공립,본교,운영,경상북도 경산시 사동 661,경상북도 경산시 백양로33길 32,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2023-11-15,35.81380612,128.7609949,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8851070,Sadong Elementary School,초등학교,경상북도,경상북도경산교육지원청,공립,38596.0,경상북도 경산시 백양로33길 32,/ 사동초등학교 (사동),053-801-6012,http://school.gyo6.net/ksd,남여공학,053-801-6017,  ,N,해당없음,,전기,주간,20010809,20010809,20230615,타지역메뉴정보없음
B000005899,수덕초등학교,초등학교,1945-06-13,공립,본교,운영,충청남도 예산군 덕산면 외라리 238,충청남도 예산군 덕산면 수덕사로 631,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2023-11-15,36.64035312,126.6054401,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8271025,Sudok Elementary School,초등학교,충청남도,충청남도예산교육지원청,공립,32410.0,충청남도 예산군 덕산면 수덕사로 631,(덕산면/수덕초등학교),041-337-6070,http://sudeok.cnees.kr,남여공학,041-337-5506,  ,N,해당없음,,전기,주간,19450613,19450613,20230615,타지역메뉴정보없음
B000002028,서울쌍문초등학교,초등학교,1974-03-01,공립,본교,운영,서울특별시 도봉구 쌍문동 360-4,서울특별시 도봉구 우이천로 360,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64836383,127.0242911,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7051143,Seoul Ssangmun Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,1378.0,서울특별시 도봉구 우이천로 360,/ 서울쌍문초등학교 (쌍문동/쌍문초등학교),02-992-5672,http://www.ssangmun.es.kr,남여공학,02-998-9510,  ,N,일반계,,전기,주간,19740430,19740430,20230615,타지역메뉴정보없음
B000008233,동성중학교,중학교,1938-12-08,사립,본교,운영,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58496996,127.0030976,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7061100,Dongsung Middle School,중학교,서울특별시,서울특별시중부교육지원청,사립,3083.0,서울특별시 종로구 대학로 156,(혜화동),02-3671-9101,sds.sen.ms.kr,남,02-764-9855,,N,일반계,,전기,주간,19070908,19381208,20230615,타지역메뉴정보없음
B000011563,한국소방마이스터고등학교,고등학교,1946-03-01,공립,본교,운영,강원특별자치도 영월군 영월읍 영흥리 805 번지,강원특별자치도 영월군 영월읍 영모전길 108,7801000,강원특별자치도교육청,7902000,강원특별자치도영월교육지원청,2013-11-29,2023-11-15,37.18854543,128.471906,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7801195,Korea Fire&Safety Meister High School,고등학교,강원특별자치도,강원특별자치도교육청,공립,26227.0,강원도 영월군 영월읍 영모전길 108,(영월읍),033-373-2765,fire-meister.gwe.hs.kr,남여공학,033-374-4050,특목고,N,전문계,,전기,주간,19460301,19460301,20230913,타지역메뉴정보없음
B000013539,대전송촌고등학교,고등학교,1999-03-05,공립,본교,운영,대전광역시 대덕구 송촌동 507,대전광역시 대덕구 선비마을로23번길 11,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2023-11-15,36.36346301,127.4459274,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7430132,Daejeon Songchon High School,고등학교,대전광역시,대전광역시교육청,공립,34404.0,대전광역시 대덕구 선비마을로23번길 11,(송촌동/대전송촌고등학교),042-620-7905,http://songchonhs.djsch.kr,남여공학,042-620-5909,자율고,N,일반계,,전기,주간,19990305,19990305,20230702,타지역메뉴정보없음
B000013497,부산중앙고등학교,고등학교,1973-03-06,공립,본교,운영,부산광역시 남구 대연동 1778-1,부산광역시 남구 진남로127번길 50,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2023-11-15,35.139866,129.0786353,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7150107,Busanjungang High School,고등학교,부산광역시,부산광역시교육청,공립,48448.0,부산광역시 남구 진남로127번길 50,(대연동/ 부산중앙고등학교),051-209-7600,http://www.bjungang.hs.kr,남,051-643-8277,일반고,N,일반계,,전기,주간,19721226,19721226,20230615,타지역메뉴정보없음
B000006500,순천향림초등학교,초등학교,2004-09-01,공립,본교,운영,전라남도 순천시 석현동 525-13,전라남도 순천시 석현북길 21,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2023-11-15,34.9736355,127.4740347,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8521066,Suncheon Hyanglim Elementary School,초등학교,전라남도,전라남도순천교육지원청,공립,57922.0,전라남도 순천시 석현북길 21,(석현동),061-753-0671,http://hlkids.es.jne.kr,남여공학,061-753-0674,,N,해당없음,,후기,주간,20040301,20041020,20230615,타지역메뉴정보없음
B000003439,대전유천초등학교,초등학교,1934-09-05,공립,본교,운영,대전광역시 서구 도마동 149-1,대전광역시 서구 제비네6길 69,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2023-11-15,36.315237,127.375594,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7451110,Deajeon Yuchon Elementary School,초등학교,대전광역시,대전광역시서부교육지원청,공립,35335.0,대전광역시 서구 제비네6길 69,(도마동),042-522-4604,http://yuchones.djsch.kr/,남여공학,042-527-0901,  ,N,일반계,,전기,주간,19340905,19340905,20230615,타지역메뉴정보없음
B000006512,주암초등학교,초등학교,1921-09-14,공립,본교,운영,전라남도 순천시 주암면 구산리 721,전라남도 순천시 주암면 동주로 2093,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2023-11-15,35.07682225,127.2396513,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8521056,juam Elementary School,초등학교,전라남도,전라남도순천교육지원청,공립,57911.0,전라남도 순천시 주암면 동주로 2093,(주암면),061-754-9611,http://juam.es.jne.kr,남여공학,061-755-2397,  ,N,일반계,,전기,주간,19210914,19210914,20230615,타지역메뉴정보없음
B000008505,동평중학교,중학교,1981-03-01,공립,본교,운영,부산광역시 부산진구 부암동 452-17,부산광역시 부산진구 백양순환로119번길 12-31,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2023-11-15,35.17115019,129.0411405,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7181081,Dong pyeong Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,47137.0,부산광역시 부산진구 백양순환로119번길 12-31,(부암동/ 동평중학교),051-605-1600,www.dongpyeong.ms.kr,남,051-605-1619,  ,N,일반계,,전기,주간,19810117,19810615,20230615,타지역메뉴정보없음
B000009955,현도중학교,중학교,1970-03-17,공립,본교,운영,충청북도 청주시 서원구 현도면 선동리 256-3,충청북도 청주시 서원구 현도면 청남로 332-4,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2023-11-15,36.48310468,127.425716,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8011329,hyeondo middle school,중학교,충청북도,충청북도청주교육지원청,공립,28215.0,충청북도 청주시 서원구 현도면 청남로 332-4,(현도면),043-260-8842,http://school.cbe.go.kr/hyeondo-m/M01,남여공학,260-9371,,N,일반계,,전기,주간,19691014,19700317,20230615,타지역메뉴정보없음
B000005180,다목초등학교,초등학교,1970-03-06,공립,본교,운영,강원특별자치도 화천군 상서면 다목리 508 번지,강원특별자치도 화천군 상서면 다파로 9-4,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2013-11-29,2023-11-15,38.17591682,127.5345915,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7942017,Damok Elementary School,초등학교,강원특별자치도,강원특별자치도화천교육지원청,공립,24104.0,강원도 화천군 상서면 다파로 9-4,(상서면/ 다목초등학교),033-441-7086,http://damok.gwe.es.kr/,남여공학,033-441-2663,,N,일반계,,전기,주간,19700306,19700306,20230913,타지역메뉴정보없음
B000012119,용인고등학교,고등학교,1985-04-01,사립,본교,운영,부산광역시 동래구 명장동 557-2,부산광역시 동래구 시실로107번길 37,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2023-11-15,35.21451237,129.0949469,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7150154,Yong-In High School,고등학교,부산광역시,부산광역시교육청,사립,47757.0,부산광역시 동래구 시실로107번길 37,(명장동/ 용인고등학교),051-525-0029,http://psyongin.hs.kr,남,051-524-1613,일반고,N,일반계,,전기,주간,19821108,19850401,20230615,타지역메뉴정보없음
B000005912,소원초등학교,초등학교,1917-05-07,공립,본교,운영,충청남도 태안군 소원면 신덕리 223,충청남도 태안군 소원면 은골길 42,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2023-11-15,36.76371456,126.1938261,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8281021,Sowon  Elementary  School,초등학교,충청남도,충청남도태안교육지원청,공립,32120.0,충청남도 태안군 소원면 은골길 42,/ 소원초등학교 (소원면/ 소원초등학교),041-672-6005,http://sowon.cnees.kr/,남여공학,041-672-6209,  ,N,해당없음,,전기,주간,19170401,19170401,20230615,타지역메뉴정보없음
B000006256,남관초등학교,초등학교,1955-04-01,공립,본교,운영,전북특별자치도 완주군 상관면 용암리 410-2,전북특별자치도 완주군 상관면 마자길 7,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2023-11-15,35.72331461,127.2336338,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8392063,Nam-Kwan Elementary School,초등학교,전북특별자치도,전북특별자치도완주교육지원청,공립,55360.0,전북특별자치도 완주군 상관면 마자길 7,남관초등학교,063-232-5252,http://www.namkwan.es.kr,남여공학,063-232-3414,  ,N,해당없음,,전기,주간,19470530,19470530,20230615,타지역메뉴정보없음
B000004444,가남초등학교,초등학교,1922-07-11,공립,본교,운영,경기도 여주시 가남읍 태평리 74-1,경기도 여주시 가남읍 태평4길 2,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2023-11-15,37.20528811,127.5475999,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7661017,Ganam Elememtary School,초등학교,경기도,경기도여주교육지원청,공립,12662.0,경기도 여주시 가남읍 태평4길 2,(가남읍/ 가남초교),031-882-2705,https://ganam-e.goeyj.kr,남여공학,031-881-2157,  ,N,일반계,,전기,주간,19210117,19210117,20230615,타지역메뉴정보없음
B000023952,철성중학교,중학교,1964-03-05,사립,본교,운영,경상남도 고성군 고성읍 기월리 143-1,경상남도 고성군 고성읍 대가로 36,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2013-11-29,2023-11-15,34.98419221,128.3198032,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9161033,,중학교,경상남도,고성교육지원청,사립,52931.0,경상남도 고성군 고성읍 대가로 36,(고성읍),055-673-3925,cheolseong-m.gne.go.kr,남,055-674-3949,  ,N,해당없음,,전기,주간,19640108,19640108,20230615,타지역메뉴정보없음
B000007754,외포초등학교,초등학교,1943-04-01,공립,본교,운영,경상남도 거제시 장목면 외포리 215,경상남도 거제시 장목면 외포5길 7,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2023-11-15,34.94305644,128.7178101,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9111031,Oepo Elementary School,초등학교,경상남도,거제교육지원청,공립,53202.0,경상남도 거제시 장목면 외포5길 7,(장목면/ 외포초등학교),055-636-6014,http://wepo-p.gne.go.kr,남여공학,055-636-1557,  ,N,해당없음,,전기,주간,19430401,19430401,20230615,타지역메뉴정보없음
B000002419,서울오현초등학교,초등학교,1991-10-02,공립,본교,운영,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.62341912,127.0465761,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7121321,Seoul Oh-hyun Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,1230.0,서울특별시 강북구 월계로 221,(번동/오현초등학교),02-987-0419,http://ohhyun.sen.es.kr,남여공학,02-989-9315,  ,N,일반계,,전기,주간,19911002,19911002,20230615,타지역메뉴정보없음
B000010290,왕궁중학교,중학교,1972-03-06,공립,본교,운영,전북특별자치도 익산시 왕궁면 흥암리 91-1,전북특별자치도 익산시 왕궁면 왕궁로 556,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2023-11-15,35.96712764,127.0909328,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8352154,Wang-gung Middle School,중학교,전북특별자치도,전북특별자치도익산교육지원청,공립,54576.0,전북특별자치도 익산시 왕궁면 왕궁로 556,왕궁중학교,063-832-4201,http://wg.ms.kr,남여공학,063-834-4098,  ,N,해당없음,,전기,주간,19720406,19720406,20230615,타지역메뉴정보없음
B000004851,조양초등학교,초등학교,1943-04-15,공립,본교,운영,강원특별자치도 춘천시 동산면 조양리 371-1,강원특별자치도 춘천시 동산면 조양길 257,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2023-11-15,37.75120029,127.7956209,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7863042,Joyang Elementary School,초등학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,24892.0,강원도 속초시 동해대로 3965,(조양동/ 조양초등학교),033-636-3380, http://joyangschool.gwe.es.kr/,남여공학,033-632-5965,,N,일반계,,전기,주간,19701231,19701231,20230913,타지역메뉴정보없음
B000004851,조양초등학교,초등학교,1943-04-15,공립,본교,운영,강원특별자치도 춘천시 동산면 조양리 371-1,강원특별자치도 춘천시 동산면 조양길 257,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2023-11-15,37.75120029,127.7956209,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7812078,Joyang Elementary School,초등학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24410.0,강원도 춘천시 동산면 조양길 257,(동산면),033-261-2007,http://joyang.gwe.es.kr,남여공학,033-262-7520,,N,일반계,,전기,주간,19430415,19450610,20230913,타지역메뉴정보없음
B000011734,경산제일고등학교,고등학교,1974-01-05,사립,본교,운영,경상북도 경산시 자인면 동부리 208,경상북도 경산시 자인면 원효로 851-16,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2023-11-15,35.81597735,128.8278499,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8750771,Gyeongsan Girls Commercial High School,고등학교,경상북도,경상북도교육청,사립,38559.0,경상북도 경산시 자인면 원효로 851-16, 경산여자상업고등학교 ,053-857-2351,http://school.gyo6.net/gnc,여,053-857-1655,특성화고,N,전문계,,전기,주간,19740105,19740105,20230615,타지역메뉴정보없음
B000005122,안미초등학교,초등학교,1943-05-31,공립,본교,운영,강원특별자치도 평창군 대화면 하안미리 1635번지,강원특별자치도 평창군 대화면 하안미길 11-8,7801000,강원특별자치도교육청,7912000,강원특별자치도평창교육지원청,2013-11-29,2023-11-15,37.46067727,128.4344101,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7912031,Aanmi Elementary School,초등학교,강원특별자치도,강원특별자치도평창교육지원청,공립,25361.0,강원도 평창군 대화면 하안미길 11-8,/ 안미초등학교 (대화면/ 안미초등학교),033-333-0282,anmi.gwe.es.kr,남여공학,033-333-6503,,N,일반계,,전기,주간,19430531,19430531,20230913,타지역메뉴정보없음
B000012983,우석고등학교,고등학교,1972-03-01,사립,본교,운영,전북특별자치도 전주시 덕진구 동산동 685-1,전북특별자치도 전주시 덕진구 쪽구름2길 22,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2023-11-15,35.87324481,127.0779915,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8321094,Woosuk High School,고등학교,전북특별자치도,전북특별자치도교육청,사립,54847.0,전북특별자치도 전주시 덕진구 쪽구름2길 22,(여의동2가),063-210-5202,http://www.woosuk.hs.kr,남,063-212-3117,일반고,N,일반계,,전기,주간,19640225,19720301,20230615,타지역메뉴정보없음
B000010098,고북중학교,중학교,1971-03-09,공립,본교,운영,충청남도 서산시 고북면 가구리 624-27,충청남도 서산시 고북면 고북1로 320-1,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2023-11-15,36.66963853,126.5340292,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8191006,Gobuk Middle School,중학교,충청남도,충청남도서산교육지원청,공립,32027.0,충청남도 서산시 고북면 고북1로 320-1,/ 고북중학교 (고북면),041-664-8744,http://gobuk.cnems.kr,남여공학,041-669-0636,,N,일반계,,전기,주간,19710116,19710309,20230615,타지역메뉴정보없음
B000010314,남원한빛중학교,중학교,1980-04-21,공립,본교,운영,전북특별자치도 남원시 월락동 428,전북특별자치도 남원시 용성로 299,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2013-11-29,2023-11-15,35.42390146,127.402738,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8372063,Namwon Hanbit Middle School,중학교,전북특별자치도,전북특별자치도남원교육지원청,공립,55735.0,전북특별자치도 남원시 용성로 299,남원한빛중학교,063-631-1422,http://www.nwhb.ms.kr,남여공학,063-631-4736,  ,N,해당없음,,전기,주간,19790423,19800421,20230615,타지역메뉴정보없음
B000022771,천왕중학교,중학교,2013-03-01,공립,본교,운영,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48265442,126.8373336,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7041238,Cheonwang Middle School,중학교,서울특별시,서울특별시남부교육지원청,공립,8364.0,서울특별시 구로구 천왕로 63,(천왕동/ 천왕중학교),02-2618-2832,http://cheonwang.ms.kr,남여공학,02-2618-2851,,N,해당없음,,전기,주간,20130301,20130301,20240121,타지역메뉴정보없음
B000011461,대덕소프트웨어마이스터고등학교,고등학교,1992-03-05,공립,본교,운영,대전광역시 유성구 장동 23-9,대전광역시 유성구 가정북로 76,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2023-11-15,36.39202633,127.3630148,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7430310,Daedok Software Meister High School,고등학교,대전광역시,대전광역시교육청,공립,34111.0,대전광역시 유성구 가정북로 76,(장동/ 대덕소프트웨어마이스터고등학교),042-866-8822,http://dsmhs.djsch.kr,남여공학,042-867-9900,특목고,N,전문계,,전기,주간,19910914,19910914,20230702,타지역메뉴정보없음
B000002052,서울용원초등학교,초등학교,1996-05-06,공립,본교,운영,서울특별시 노원구 공릉동 709,서울특별시 노원구 섬밭로 144,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.62992285,127.0689401,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7051149,Seoul Yong-won Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,1851.0,서울특별시 노원구 섬밭로 144,/ 용원초등학교 (공릉동/ 서울용원초등학교),02-948-5302,www.yong1.es.kr,남여공학,02-948-5304,,N,일반계,,전기,주간,19950625,19960506,20230615,타지역메뉴정보없음
B000024723,수현중학교,중학교,2021-03-01,공립,본교,운영,경기도 화성시 봉담읍 수영리 691,경기도 화성시 봉담읍 상리3길 136,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2023-11-15,37.22638096,126.9508227,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7679469,SUHYUN MIDDLE SCHOOL,중학교,경기도,경기도화성오산교육지원청,공립,18311.0,경기도 화성시 봉담읍 상리3길 136,/ 수현중학교 ,031-267-9800,http://suhy.ms.kr,남여공학,031-298-8796,,N,,,전기,주간,20210301,20210501,20230615,타지역메뉴정보없음
B000005042,내촌초등학교,초등학교,1930-04-01,공립,본교,운영,강원특별자치도 홍천군 내촌면 도관리 443-1 번지,강원특별자치도 홍천군 내촌면 내촌길 21,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2013-11-29,2023-11-15,37.81544735,128.085196,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7882031,Neachon Elementary School,초등학교,강원특별자치도,강원특별자치도홍천교육지원청,공립,25161.0,강원도 홍천군 내촌면 내촌길 21,(내촌면/ 내촌초등학교),033-433-3032,http://kwhnaechon.gwe.es.kr,남여공학,033-433-1162,,N,일반계,,전기,주간,19291129,19291129,20230913,타지역메뉴정보없음
B000010208,순성중학교,중학교,1979-03-10,공립,본교,운영,충청남도 당진시 순성면 봉소리 483-1,충청남도 당진시 순성면 틀모시로 146,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2023-11-15,36.85241021,126.706178,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8291008,Sunseong Middle School,중학교,충청남도,충청남도당진교육지원청,공립,31757.0,충청남도 당진시 순성면 틀모시로 146,(순성면),041-353-5367,http://soonsung.cnems.kr,남여공학,041-353-5956,,N,일반계,,전기,주간,19790310,19790310,20240310,타지역메뉴정보없음
B000002507,개포초등학교,초등학교,1989-01-25,공립,본교,운영,부산광역시 부산진구 개금동 58,부산광역시 부산진구 백양대로208번길 9,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2023-11-15,35.15883224,129.0265888,2024-03-22,C738100,청주대학교 지방교육재정연구원,C10,7181017,Gaepo Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47169.0,부산광역시 부산진구 백양대로208번길 9,(개금동/개포초등학교),051-930-8000,http://www.gaepo.es.kr,남여공학,051-930-8099,  ,N,일반계,,전기,주간,19890125,19890125,20230615,타지역메뉴정보없음
B000005923,안흥초등학교신진도분교장,초등학교,1967-09-01,공립,분교,운영,충청남도 태안군 근흥면 신진도리 85,충청남도 태안군 근흥면 신진도길 44-23,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2023-11-15,36.68283073,126.1391599,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8281036,Shin-Jin Branch Of Anhung Elementary School,초등학교,충청남도,충청남도태안교육지원청,공립,32132.0,충청남도 태안군 근흥면 신진도길 44-23,(근흥면/ 안흥초등학교신진도분교장),041-674-9327,http://anhung.cnees.kr/,남여공학,041-674-9326,,N,해당없음,,전기,주간,19670901,19670901,20230615,타지역메뉴정보없음
B000010359,마령중학교,중학교,1954-10-05,공립,본교,운영,전북특별자치도 진안군 마령면 평지리 580-4,전북특별자치도 진안군 마령면 임진로 2086,8321000,전북특별자치도교육청,8402000,전북특별자치도진안교육지원청,2013-11-29,2023-11-15,35.73289992,127.3716574,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8402034,Ma-ryoung Middle School,중학교,전북특별자치도,전북특별자치도진안교육지원청,공립,55451.0,전북특별자치도 진안군 마령면 임진로 2086,마령중학교,063-432-3326,http://maryong.ms.kr,남여공학,063-432-4514,  ,N,해당없음,,전기,주간,19540501,19541005,20230615,타지역메뉴정보없음
B000012269,인천진산과학고등학교,고등학교,2006-03-01,공립,본교,운영,인천광역시 부평구 삼산동 456-6,인천광역시 부평구 굴포로 194-9,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2023-11-15,37.51327242,126.7437134,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7310404,Incheon Jinsan Science High School,고등학교,인천광역시,인천광역시교육청,공립,21342.0,인천광역시 부평구 굴포로 194-9,(삼산동),032-508-8260,http://ijss.icehs.kr,남여공학,032-508-8261,특목고,N,일반계,과학계열,전기,주간,20060301,20060521,20230615,타지역메뉴정보없음
B000006211,김제동초등학교,초등학교,1950-02-06,공립,본교,운영,전북특별자치도 김제시 신풍동 208,전북특별자치도 김제시 중앙13길 18,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2023-11-15,35.79479281,126.9009833,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8382045,Gimje Dong Elementary School,초등학교,전북특별자치도,전북특별자치도김제교육지원청,공립,54404.0,전북특별자치도 김제시 중앙13길 18,김제동초등학교,063-544-8362,http://www.kjdong.es.kr,남여공학,063-547-7284,  ,N,해당없음,,전기,주간,19500206,19500206,20230615,타지역메뉴정보없음
B000002374,서울자양초등학교,초등학교,1945-12-10,공립,본교,운영,서울특별시 광진구 자양동 222-6,서울특별시 광진구 아차산로44길 26,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53698824,127.0797396,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7134109,Seoul jayang Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,5054.0,서울특별시 광진구 아차산로44길 26,(자양동),02-457-1468,http://jayang.sen.es.kr/,남여공학,02-458-4393,  ,N,일반계,,전기,주간,19451210,19451210,20230615,타지역메뉴정보없음
B000004232,화성장안초등학교석포분교장,초등학교,1963-03-10,공립,분교,운영,경기도 화성시 장안면 석포리 390-16,경기도 화성시 장안면 버들로 1201-9,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2023-11-15,37.1312127,126.8407081,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7679097,Sukpo Branch School of Jangan Elementary School,초등학교,경기도,경기도화성오산교육지원청,공립,18574.0,경기도 화성시 장안면 버들로 1201-9,(장안면/장안초등학교석포분교),031-358-2193,www.hsja.es.kr,남여공학,031-358-6958,,N,,,전기,주간,19520401,19520401,20230615,타지역메뉴정보없음
B000025276,서울새솔초등학교,초등학교,2014-03-01,공립,본교,운영,서울특별시 중랑구 신내동 241,서울특별시 중랑구 신내역로1길 164,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.61798909,127.1113284,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7021181,Seoul Saesol Elementary School,초등학교,서울특별시,서울특별시동부교육지원청,공립,2055.0,서울특별시 중랑구 신내역로1길 164,(신내동/서울새솔초등학교),02-490-2500,http://saesol.sen.es.kr,남여공학,02-490-2590,,N,해당없음,,후기,주간,20140301,20140501,20230615,타지역메뉴정보없음
B000005965,전주화산초등학교,초등학교,1971-10-12,공립,본교,운영,전북특별자치도 전주시 완산구 중화산동2가 46-25,전북특별자치도 전주시 완산구 따박골7길 20,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2023-11-15,35.80939327,127.1299903,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8332190,Jeonju Hwasan Elementary School,초등학교,전북특별자치도,전북특별자치도전주교육지원청,공립,55048.0,전북특별자치도 전주시 완산구 따박골7길 20,전주화산초등학교,063-284-8805,http://www.jhwasan.es.kr,남여공학,063-287-8620,  ,N,해당없음,,전기,주간,19711012,19711012,20230615,타지역메뉴정보없음
